Month,LSOA code,LSOA name,crime_count
2025-10-01,W01000091,Gwynedd 001D,8
2025-11-01,W01000091,Gwynedd 001D,14
2025-12-01,W01000091,Gwynedd 001D,14
2026-01-01,W01000091,Gwynedd 001D,23
2025-01-01,W01000092,Gwynedd 001E,16
2025-02-01,W01000092,Gwynedd 001E,21
2025-03-01,W01000092,Gwynedd 001E,21
2025-04-01,W01000092,Gwynedd 001E,33
2025-05-01,W01000092,Gwynedd 001E,12
2025-06-01,W01000092,Gwynedd 001E,16
2025-07-01,W01000092,Gwynedd 001E,23
2025-08-01,W01000092,Gwynedd 001E,25
2025-09-01,W01000092,Gwynedd 001E,13
2025-10-01,W01000092,Gwynedd 001E,19
2025-11-01,W01000092,Gwynedd 001E,24
2025-12-01,W01000092,Gwynedd 001E,20
2026-01-01,W01000092,Gwynedd 001E,17
2025-01-01,W01000093,Gwynedd 006B,35
2025-02-01,W01000093,Gwynedd 006B,41
2025-03-01,W01000093,Gwynedd 006B,34
2025-04-01,W01000093,Gwynedd 006B,23
2025-05-01,W01000093,Gwynedd 006B,25
2025-06-01,W01000093,Gwynedd 006B,24
2025-07-01,W01000093,Gwynedd 006B,34
2025-08-01,W01000093,Gwynedd 006B,40
2025-09-01,W01000093,Gwynedd 006B,33
2025-10-01,W01000093,Gwynedd 006B,12
2025-11-01,W01000093,Gwynedd 006B,27
2025-12-01,W01000093,Gwynedd 006B,22
2026-01-01,W01000093,Gwynedd 006B,23
2025-01-01,W01000094,Gwynedd 012B,3
2025-02-01,W01000094,Gwynedd 012B,4
2025-03-01,W01000094,Gwynedd 012B,4
2025-04-01,W01000094,Gwynedd 012B,8
2025-05-01,W01000094,Gwynedd 012B,6
2025-06-01,W01000094,Gwynedd 012B,3
2025-07-01,W01000094,Gwynedd 012B,7
2025-08-01,W01000094,Gwynedd 012B,10
2025-09-01,W01000094,Gwynedd 012B,1
2025-10-01,W01000094,Gwynedd 012B,2
2025-11-01,W01000094,Gwynedd 012B,4
2025-12-01,W01000094,Gwynedd 012B,3
2026-01-01,W01000094,Gwynedd 012B,5
2025-01-01,W01000095,Gwynedd 012C,3
2025-02-01,W01000095,Gwynedd 012C,1
2025-03-01,W01000095,Gwynedd 012C,5
2025-04-01,W01000095,Gwynedd 012C,4
2025-05-01,W01000095,Gwynedd 012C,4
2025-06-01,W01000095,Gwynedd 012C,4
2025-07-01,W01000095,Gwynedd 012C,11
2025-08-01,W01000095,Gwynedd 012C,9
2025-09-01,W01000095,Gwynedd 012C,7
2025-10-01,W01000095,Gwynedd 012C,6
2025-11-01,W01000095,Gwynedd 012C,3
2025-12-01,W01000095,Gwynedd 012C,5
2026-01-01,W01000095,Gwynedd 012C,5
2025-01-01,W01000096,Gwynedd 003C,7
2025-02-01,W01000096,Gwynedd 003C,3
2025-03-01,W01000096,Gwynedd 003C,7
2025-04-01,W01000096,Gwynedd 003C,4
2025-05-01,W01000096,Gwynedd 003C,12
2025-06-01,W01000096,Gwynedd 003C,8
2025-07-01,W01000096,Gwynedd 003C,10
2025-08-01,W01000096,Gwynedd 003C,20
2025-09-01,W01000096,Gwynedd 003C,5
2025-10-01,W01000096,Gwynedd 003C,14
2025-11-01,W01000096,Gwynedd 003C,7
2025-12-01,W01000096,Gwynedd 003C,7
2026-01-01,W01000096,Gwynedd 003C,6
2025-01-01,W01000097,Gwynedd 003D,9
2025-02-01,W01000097,Gwynedd 003D,11
2025-03-01,W01000097,Gwynedd 003D,4
2025-04-01,W01000097,Gwynedd 003D,6
2025-05-01,W01000097,Gwynedd 003D,10
2025-06-01,W01000097,Gwynedd 003D,8
2025-07-01,W01000097,Gwynedd 003D,19
2025-08-01,W01000097,Gwynedd 003D,14
2025-09-01,W01000097,Gwynedd 003D,9
2025-10-01,W01000097,Gwynedd 003D,16
2025-11-01,W01000097,Gwynedd 003D,2
2025-12-01,W01000097,Gwynedd 003D,10
2026-01-01,W01000097,Gwynedd 003D,9
2025-01-01,W01000098,Gwynedd 006C,26
2025-02-01,W01000098,Gwynedd 006C,36
2025-03-01,W01000098,Gwynedd 006C,36
2025-04-01,W01000098,Gwynedd 006C,44
2025-05-01,W01000098,Gwynedd 006C,35
2025-06-01,W01000098,Gwynedd 006C,35
2025-07-01,W01000098,Gwynedd 006C,26
2025-08-01,W01000098,Gwynedd 006C,32
2025-09-01,W01000098,Gwynedd 006C,22
2025-10-01,W01000098,Gwynedd 006C,30
2025-11-01,W01000098,Gwynedd 006C,37
2025-12-01,W01000098,Gwynedd 006C,25
2026-01-01,W01000098,Gwynedd 006C,19
2025-01-01,W01000099,Gwynedd 005C,2
2025-02-01,W01000099,Gwynedd 005C,4
2025-03-01,W01000099,Gwynedd 005C,4
2025-04-01,W01000099,Gwynedd 005C,4
2025-05-01,W01000099,Gwynedd 005C,4
2025-06-01,W01000099,Gwynedd 005C,5
2025-07-01,W01000099,Gwynedd 005C,3
2025-08-01,W01000099,Gwynedd 005C,12
2025-09-01,W01000099,Gwynedd 005C,5
2025-10-01,W01000099,Gwynedd 005C,5
2025-11-01,W01000099,Gwynedd 005C,3
2025-12-01,W01000099,Gwynedd 005C,1
2026-01-01,W01000099,Gwynedd 005C,8
2025-01-01,W01000100,Gwynedd 010B,3
2025-02-01,W01000100,Gwynedd 010B,2
2025-03-01,W01000100,Gwynedd 010B,5
2025-04-01,W01000100,Gwynedd 010B,4
2025-05-01,W01000100,Gwynedd 010B,2
2025-06-01,W01000100,Gwynedd 010B,2
2025-07-01,W01000100,Gwynedd 010B,9
2025-08-01,W01000100,Gwynedd 010B,14
2025-09-01,W01000100,Gwynedd 010B,4
2025-10-01,W01000100,Gwynedd 010B,4
2025-11-01,W01000100,Gwynedd 010B,4
2025-12-01,W01000100,Gwynedd 010B,2
2026-01-01,W01000100,Gwynedd 010B,4
2025-01-01,W01000101,Gwynedd 013D,6
2025-02-01,W01000101,Gwynedd 013D,9
2025-03-01,W01000101,Gwynedd 013D,11
2025-04-01,W01000101,Gwynedd 013D,10
2025-05-01,W01000101,Gwynedd 013D,11
2025-06-01,W01000101,Gwynedd 013D,8
2025-07-01,W01000101,Gwynedd 013D,12
2025-08-01,W01000101,Gwynedd 013D,11
2025-09-01,W01000101,Gwynedd 013D,9
2025-10-01,W01000101,Gwynedd 013D,7
2025-11-01,W01000101,Gwynedd 013D,10
2025-12-01,W01000101,Gwynedd 013D,10
2026-01-01,W01000101,Gwynedd 013D,9
2025-01-01,W01000102,Gwynedd 002E,17
2025-02-01,W01000102,Gwynedd 002E,17
2025-03-01,W01000102,Gwynedd 002E,20
2025-04-01,W01000102,Gwynedd 002E,10
2025-05-01,W01000102,Gwynedd 002E,24
2025-06-01,W01000102,Gwynedd 002E,23
2025-07-01,W01000102,Gwynedd 002E,14
2025-08-01,W01000102,Gwynedd 002E,24
2025-09-01,W01000102,Gwynedd 002E,13
2025-10-01,W01000102,Gwynedd 002E,14
2025-11-01,W01000102,Gwynedd 002E,26
2025-12-01,W01000102,Gwynedd 002E,20
2026-01-01,W01000102,Gwynedd 002E,14
2025-01-01,W01000103,Gwynedd 005D,5
2025-02-01,W01000103,Gwynedd 005D,6
2025-03-01,W01000103,Gwynedd 005D,5
2025-04-01,W01000103,Gwynedd 005D,3
2025-05-01,W01000103,Gwynedd 005D,5
2025-06-01,W01000103,Gwynedd 005D,8
2025-07-01,W01000103,Gwynedd 005D,1
2025-08-01,W01000103,Gwynedd 005D,13
2025-09-01,W01000103,Gwynedd 005D,7
2025-10-01,W01000103,Gwynedd 005D,6
2025-11-01,W01000103,Gwynedd 005D,3
2025-12-01,W01000103,Gwynedd 005D,7
2026-01-01,W01000103,Gwynedd 005D,6
2025-01-01,W01000104,Gwynedd 008C,8
2025-02-01,W01000104,Gwynedd 008C,25
2025-03-01,W01000104,Gwynedd 008C,20
2025-04-01,W01000104,Gwynedd 008C,25
2025-05-01,W01000104,Gwynedd 008C,22
2025-06-01,W01000104,Gwynedd 008C,18
2025-07-01,W01000104,Gwynedd 008C,12
2025-08-01,W01000104,Gwynedd 008C,20
2025-09-01,W01000104,Gwynedd 008C,13
2025-10-01,W01000104,Gwynedd 008C,5
2025-11-01,W01000104,Gwynedd 008C,17
2025-12-01,W01000104,Gwynedd 008C,12
2026-01-01,W01000104,Gwynedd 008C,12
2025-01-01,W01000105,Gwynedd 010C,11
2025-02-01,W01000105,Gwynedd 010C,11
2025-03-01,W01000105,Gwynedd 010C,21
2025-04-01,W01000105,Gwynedd 010C,10
2025-05-01,W01000105,Gwynedd 010C,15
2025-06-01,W01000105,Gwynedd 010C,12
2025-07-01,W01000105,Gwynedd 010C,16
2025-08-01,W01000105,Gwynedd 010C,30
2025-09-01,W01000105,Gwynedd 010C,14
2025-10-01,W01000105,Gwynedd 010C,14
2025-11-01,W01000105,Gwynedd 010C,21
2025-12-01,W01000105,Gwynedd 010C,14
2026-01-01,W01000105,Gwynedd 010C,20
2025-01-01,W01000106,Gwynedd 010D,7
2025-02-01,W01000106,Gwynedd 010D,10
2025-03-01,W01000106,Gwynedd 010D,22
2025-04-01,W01000106,Gwynedd 010D,31
2025-05-01,W01000106,Gwynedd 010D,15
2025-06-01,W01000106,Gwynedd 010D,26
2025-07-01,W01000106,Gwynedd 010D,25
2025-08-01,W01000106,Gwynedd 010D,43
2025-09-01,W01000106,Gwynedd 010D,26
2025-10-01,W01000106,Gwynedd 010D,18
2025-11-01,W01000106,Gwynedd 010D,15
2025-12-01,W01000106,Gwynedd 010D,10
2026-01-01,W01000106,Gwynedd 010D,22
2025-01-01,W01000107,Gwynedd 010E,2
2025-02-01,W01000107,Gwynedd 010E,6
2025-03-01,W01000107,Gwynedd 010E,6
2025-04-01,W01000107,Gwynedd 010E,11
2025-05-01,W01000107,Gwynedd 010E,9
2025-06-01,W01000107,Gwynedd 010E,17
2025-07-01,W01000107,Gwynedd 010E,8
2025-08-01,W01000107,Gwynedd 010E,12
2025-09-01,W01000107,Gwynedd 010E,3
2025-10-01,W01000107,Gwynedd 010E,4
2025-11-01,W01000107,Gwynedd 010E,6
2025-12-01,W01000107,Gwynedd 010E,6
2026-01-01,W01000107,Gwynedd 010E,16
2025-01-01,W01000108,Gwynedd 012D,34
2025-02-01,W01000108,Gwynedd 012D,33
2025-03-01,W01000108,Gwynedd 012D,29
2025-04-01,W01000108,Gwynedd 012D,36
2025-05-01,W01000108,Gwynedd 012D,35
2025-06-01,W01000108,Gwynedd 012D,30
2025-07-01,W01000108,Gwynedd 012D,36
2025-08-01,W01000108,Gwynedd 012D,26
2025-09-01,W01000108,Gwynedd 012D,31
2025-10-01,W01000108,Gwynedd 012D,26
2025-11-01,W01000108,Gwynedd 012D,24
2025-12-01,W01000108,Gwynedd 012D,27
2026-01-01,W01000108,Gwynedd 012D,45
2025-01-01,W01000109,Gwynedd 012E,5
2025-02-01,W01000109,Gwynedd 012E,15
2025-03-01,W01000109,Gwynedd 012E,12
2025-04-01,W01000109,Gwynedd 012E,13
2025-05-01,W01000109,Gwynedd 012E,9
2025-06-01,W01000109,Gwynedd 012E,12
2025-07-01,W01000109,Gwynedd 012E,10
2025-08-01,W01000109,Gwynedd 012E,17
2025-09-01,W01000109,Gwynedd 012E,7
2025-10-01,W01000109,Gwynedd 012E,8
2025-11-01,W01000109,Gwynedd 012E,14
2025-12-01,W01000109,Gwynedd 012E,13
2026-01-01,W01000109,Gwynedd 012E,6
2025-01-01,W01000110,Gwynedd 006D,11
2025-02-01,W01000110,Gwynedd 006D,2
2025-03-01,W01000110,Gwynedd 006D,11
2025-04-01,W01000110,Gwynedd 006D,8
2025-05-01,W01000110,Gwynedd 006D,7
2025-06-01,W01000110,Gwynedd 006D,8
2025-07-01,W01000110,Gwynedd 006D,3
2025-08-01,W01000110,Gwynedd 006D,8
2025-09-01,W01000110,Gwynedd 006D,5
2025-10-01,W01000110,Gwynedd 006D,6
2025-11-01,W01000110,Gwynedd 006D,2
2025-12-01,W01000110,Gwynedd 006D,5
2026-01-01,W01000110,Gwynedd 006D,4
2025-01-01,W01000111,Gwynedd 007C,31
2025-02-01,W01000111,Gwynedd 007C,29
2025-03-01,W01000111,Gwynedd 007C,55
2025-04-01,W01000111,Gwynedd 007C,39
2025-05-01,W01000111,Gwynedd 007C,32
2025-06-01,W01000111,Gwynedd 007C,41
2025-07-01,W01000111,Gwynedd 007C,39
2025-08-01,W01000111,Gwynedd 007C,24
2025-09-01,W01000111,Gwynedd 007C,38
2025-10-01,W01000111,Gwynedd 007C,21
2025-11-01,W01000111,Gwynedd 007C,46
2025-12-01,W01000111,Gwynedd 007C,41
2026-01-01,W01000111,Gwynedd 007C,39
2025-01-01,W01000112,Gwynedd 008D,8
2025-02-01,W01000112,Gwynedd 008D,9
2025-03-01,W01000112,Gwynedd 008D,10
2025-04-01,W01000112,Gwynedd 008D,11
2025-05-01,W01000112,Gwynedd 008D,8
2025-06-01,W01000112,Gwynedd 008D,5
2025-07-01,W01000112,Gwynedd 008D,12
2025-08-01,W01000112,Gwynedd 008D,13
2025-09-01,W01000112,Gwynedd 008D,6
2025-10-01,W01000112,Gwynedd 008D,7
2025-11-01,W01000112,Gwynedd 008D,14
2025-12-01,W01000112,Gwynedd 008D,10
2026-01-01,W01000112,Gwynedd 008D,3
2025-01-01,W01000113,Gwynedd 009C,7
2025-02-01,W01000113,Gwynedd 009C,14
2025-03-01,W01000113,Gwynedd 009C,4
2025-04-01,W01000113,Gwynedd 009C,5
2025-05-01,W01000113,Gwynedd 009C,12
2025-06-01,W01000113,Gwynedd 009C,11
2025-07-01,W01000113,Gwynedd 009C,9
2025-08-01,W01000113,Gwynedd 009C,8
2025-09-01,W01000113,Gwynedd 009C,8
2025-10-01,W01000113,Gwynedd 009C,15
2025-11-01,W01000113,Gwynedd 009C,8
2025-12-01,W01000113,Gwynedd 009C,15
2026-01-01,W01000113,Gwynedd 009C,13
2025-01-01,W01000114,Gwynedd 009D,5
2025-02-01,W01000114,Gwynedd 009D,3
2025-03-01,W01000114,Gwynedd 009D,13
2025-04-01,W01000114,Gwynedd 009D,6
2025-05-01,W01000114,Gwynedd 009D,7
2025-06-01,W01000114,Gwynedd 009D,4
2025-07-01,W01000114,Gwynedd 009D,4
2025-08-01,W01000114,Gwynedd 009D,14
2025-09-01,W01000114,Gwynedd 009D,5
2025-10-01,W01000114,Gwynedd 009D,3
2025-11-01,W01000114,Gwynedd 009D,12
2025-12-01,W01000114,Gwynedd 009D,3
2026-01-01,W01000114,Gwynedd 009D,4
2025-01-01,W01000115,Gwynedd 003E,17
2025-02-01,W01000115,Gwynedd 003E,14
2025-03-01,W01000115,Gwynedd 003E,12
2025-04-01,W01000115,Gwynedd 003E,8
2025-05-01,W01000115,Gwynedd 003E,19
2025-06-01,W01000115,Gwynedd 003E,6
2025-07-01,W01000115,Gwynedd 003E,10
2025-08-01,W01000115,Gwynedd 003E,14
2025-09-01,W01000115,Gwynedd 003E,8
2025-10-01,W01000115,Gwynedd 003E,10
2025-11-01,W01000115,Gwynedd 003E,10
2025-12-01,W01000115,Gwynedd 003E,7
2026-01-01,W01000115,Gwynedd 003E,9
2025-01-01,W01000116,Gwynedd 017D,2
2025-02-01,W01000116,Gwynedd 017D,8
2025-03-01,W01000116,Gwynedd 017D,3
2025-04-01,W01000116,Gwynedd 017D,4
2025-05-01,W01000116,Gwynedd 017D,6
2025-06-01,W01000116,Gwynedd 017D,1
2025-07-01,W01000116,Gwynedd 017D,9
2025-08-01,W01000116,Gwynedd 017D,15
2025-09-01,W01000116,Gwynedd 017D,3
2025-10-01,W01000116,Gwynedd 017D,14
2025-11-01,W01000116,Gwynedd 017D,4
2025-12-01,W01000116,Gwynedd 017D,5
2026-01-01,W01000116,Gwynedd 017D,3
2025-01-01,W01000117,Gwynedd 017E,10
2025-02-01,W01000117,Gwynedd 017E,7
2025-03-01,W01000117,Gwynedd 017E,8
2025-04-01,W01000117,Gwynedd 017E,9
2025-05-01,W01000117,Gwynedd 017E,15
2025-06-01,W01000117,Gwynedd 017E,8
2025-07-01,W01000117,Gwynedd 017E,13
2025-08-01,W01000117,Gwynedd 017E,12
2025-09-01,W01000117,Gwynedd 017E,11
2025-10-01,W01000117,Gwynedd 017E,4
2025-11-01,W01000117,Gwynedd 017E,4
2025-12-01,W01000117,Gwynedd 017E,7
2026-01-01,W01000117,Gwynedd 017E,15
2025-01-01,W01000118,Gwynedd 007D,6
2025-02-01,W01000118,Gwynedd 007D,5
2025-03-01,W01000118,Gwynedd 007D,8
2025-04-01,W01000118,Gwynedd 007D,13
2025-05-01,W01000118,Gwynedd 007D,5
2025-06-01,W01000118,Gwynedd 007D,5
2025-07-01,W01000118,Gwynedd 007D,6
2025-08-01,W01000118,Gwynedd 007D,13
2025-09-01,W01000118,Gwynedd 007D,6
2025-10-01,W01000118,Gwynedd 007D,7
2025-11-01,W01000118,Gwynedd 007D,5
2025-12-01,W01000118,Gwynedd 007D,5
2026-01-01,W01000118,Gwynedd 007D,7
2025-01-01,W01000119,Gwynedd 004D,12
2025-02-01,W01000119,Gwynedd 004D,7
2025-03-01,W01000119,Gwynedd 004D,7
2025-04-01,W01000119,Gwynedd 004D,18
2025-05-01,W01000119,Gwynedd 004D,14
2025-06-01,W01000119,Gwynedd 004D,16
2025-07-01,W01000119,Gwynedd 004D,26
2025-08-01,W01000119,Gwynedd 004D,10
2025-09-01,W01000119,Gwynedd 004D,7
2025-10-01,W01000119,Gwynedd 004D,11
2025-11-01,W01000119,Gwynedd 004D,8
2025-12-01,W01000119,Gwynedd 004D,14
2026-01-01,W01000119,Gwynedd 004D,7
2025-01-01,W01000121,Conwy 015A,4
2025-02-01,W01000121,Conwy 015A,5
2025-03-01,W01000121,Conwy 015A,10
2025-04-01,W01000121,Conwy 015A,7
2025-05-01,W01000121,Conwy 015A,6
2025-06-01,W01000121,Conwy 015A,8
2025-07-01,W01000121,Conwy 015A,11
2025-08-01,W01000121,Conwy 015A,20
2025-09-01,W01000121,Conwy 015A,12
2025-10-01,W01000121,Conwy 015A,5
2025-11-01,W01000121,Conwy 015A,6
2025-12-01,W01000121,Conwy 015A,8
2026-01-01,W01000121,Conwy 015A,5
2025-01-01,W01000122,Conwy 014A,5
2025-02-01,W01000122,Conwy 014A,9
2025-03-01,W01000122,Conwy 014A,10
2025-04-01,W01000122,Conwy 014A,6
2025-05-01,W01000122,Conwy 014A,10
2025-06-01,W01000122,Conwy 014A,6
2025-07-01,W01000122,Conwy 014A,9
2025-08-01,W01000122,Conwy 014A,11
2025-09-01,W01000122,Conwy 014A,9
2025-10-01,W01000122,Conwy 014A,13
2025-11-01,W01000122,Conwy 014A,7
2025-12-01,W01000122,Conwy 014A,7
2026-01-01,W01000122,Conwy 014A,7
2025-01-01,W01000123,Conwy 013A,7
2025-02-01,W01000123,Conwy 013A,22
2025-03-01,W01000123,Conwy 013A,17
2025-04-01,W01000123,Conwy 013A,21
2025-05-01,W01000123,Conwy 013A,15
2025-06-01,W01000123,Conwy 013A,10
2025-07-01,W01000123,Conwy 013A,11
2025-08-01,W01000123,Conwy 013A,13
2025-09-01,W01000123,Conwy 013A,27
2025-10-01,W01000123,Conwy 013A,9
2025-11-01,W01000123,Conwy 013A,8
2025-12-01,W01000123,Conwy 013A,10
2026-01-01,W01000123,Conwy 013A,9
2025-01-01,W01000124,Conwy 012A,5
2025-02-01,W01000124,Conwy 012A,2
2025-03-01,W01000124,Conwy 012A,5
2025-04-01,W01000124,Conwy 012A,3
2025-05-01,W01000124,Conwy 012A,2
2025-06-01,W01000124,Conwy 012A,6
2025-07-01,W01000124,Conwy 012A,2
2025-08-01,W01000124,Conwy 012A,6
2025-09-01,W01000124,Conwy 012A,4
2025-10-01,W01000124,Conwy 012A,3
2025-11-01,W01000124,Conwy 012A,3
2025-12-01,W01000124,Conwy 012A,4
2026-01-01,W01000124,Conwy 012A,3
2025-01-01,W01000125,Conwy 013B,7
2025-02-01,W01000125,Conwy 013B,2
2025-03-01,W01000125,Conwy 013B,2
2025-04-01,W01000125,Conwy 013B,5
2025-05-01,W01000125,Conwy 013B,11
2025-06-01,W01000125,Conwy 013B,4
2025-07-01,W01000125,Conwy 013B,3
2025-08-01,W01000125,Conwy 013B,2
2025-09-01,W01000125,Conwy 013B,3
2025-10-01,W01000125,Conwy 013B,5
2025-11-01,W01000125,Conwy 013B,3
2025-12-01,W01000125,Conwy 013B,2
2026-01-01,W01000125,Conwy 013B,6
2025-01-01,W01000126,Conwy 009A,6
2025-02-01,W01000126,Conwy 009A,11
2025-03-01,W01000126,Conwy 009A,10
2025-04-01,W01000126,Conwy 009A,17
2025-05-01,W01000126,Conwy 009A,11
2025-06-01,W01000126,Conwy 009A,11
2025-07-01,W01000126,Conwy 009A,8
2025-08-01,W01000126,Conwy 009A,10
2025-09-01,W01000126,Conwy 009A,13
2025-10-01,W01000126,Conwy 009A,17
2025-11-01,W01000126,Conwy 009A,14
2025-12-01,W01000126,Conwy 009A,10
2026-01-01,W01000126,Conwy 009A,20
2025-01-01,W01000127,Conwy 009B,12
2025-02-01,W01000127,Conwy 009B,11
2025-03-01,W01000127,Conwy 009B,13
2025-04-01,W01000127,Conwy 009B,14
2025-05-01,W01000127,Conwy 009B,12
2025-06-01,W01000127,Conwy 009B,15
2025-07-01,W01000127,Conwy 009B,17
2025-08-01,W01000127,Conwy 009B,11
2025-09-01,W01000127,Conwy 009B,11
2025-10-01,W01000127,Conwy 009B,12
2025-11-01,W01000127,Conwy 009B,8
2025-12-01,W01000127,Conwy 009B,7
2026-01-01,W01000127,Conwy 009B,14
2025-01-01,W01000128,Conwy 009C,19
2025-02-01,W01000128,Conwy 009C,30
2025-03-01,W01000128,Conwy 009C,28
2025-04-01,W01000128,Conwy 009C,21
2025-05-01,W01000128,Conwy 009C,18
2025-06-01,W01000128,Conwy 009C,15
2025-07-01,W01000128,Conwy 009C,19
2025-08-01,W01000128,Conwy 009C,22
2025-09-01,W01000128,Conwy 009C,23
2025-10-01,W01000128,Conwy 009C,16
2025-11-01,W01000128,Conwy 009C,17
2025-12-01,W01000128,Conwy 009C,15
2026-01-01,W01000128,Conwy 009C,18
2025-01-01,W01000129,Conwy 012B,1
2025-02-01,W01000129,Conwy 012B,5
2025-03-01,W01000129,Conwy 012B,11
2025-04-01,W01000129,Conwy 012B,8
2025-05-01,W01000129,Conwy 012B,10
2025-06-01,W01000129,Conwy 012B,9
2025-07-01,W01000129,Conwy 012B,12
2025-08-01,W01000129,Conwy 012B,9
2025-09-01,W01000129,Conwy 012B,2
2025-10-01,W01000129,Conwy 012B,8
2025-11-01,W01000129,Conwy 012B,16
2025-12-01,W01000129,Conwy 012B,12
2026-01-01,W01000129,Conwy 012B,10
2025-01-01,W01000130,Conwy 012C,11
2025-02-01,W01000130,Conwy 012C,22
2025-03-01,W01000130,Conwy 012C,17
2025-04-01,W01000130,Conwy 012C,27
2025-05-01,W01000130,Conwy 012C,29
2025-06-01,W01000130,Conwy 012C,17
2025-07-01,W01000130,Conwy 012C,12
2025-08-01,W01000130,Conwy 012C,19
2025-09-01,W01000130,Conwy 012C,24
2025-10-01,W01000130,Conwy 012C,13
2025-11-01,W01000130,Conwy 012C,13
2025-12-01,W01000130,Conwy 012C,7
2026-01-01,W01000130,Conwy 012C,18
2025-01-01,W01000131,Conwy 012D,12
2025-02-01,W01000131,Conwy 012D,2
2025-03-01,W01000131,Conwy 012D,5
2025-04-01,W01000131,Conwy 012D,5
2025-05-01,W01000131,Conwy 012D,10
2025-06-01,W01000131,Conwy 012D,5
2025-07-01,W01000131,Conwy 012D,2
2025-08-01,W01000131,Conwy 012D,3
2025-09-01,W01000131,Conwy 012D,1
2025-10-01,W01000131,Conwy 012D,4
2025-11-01,W01000131,Conwy 012D,3
2025-12-01,W01000131,Conwy 012D,2
2026-01-01,W01000131,Conwy 012D,3
2025-01-01,W01000132,Conwy 001A,21
2025-02-01,W01000132,Conwy 001A,5
2025-03-01,W01000132,Conwy 001A,12
2025-04-01,W01000132,Conwy 001A,8
2025-05-01,W01000132,Conwy 001A,6
2025-06-01,W01000132,Conwy 001A,10
2025-07-01,W01000132,Conwy 001A,12
2025-08-01,W01000132,Conwy 001A,14
2025-09-01,W01000132,Conwy 001A,13
2025-10-01,W01000132,Conwy 001A,13
2025-11-01,W01000132,Conwy 001A,20
2025-12-01,W01000132,Conwy 001A,9
2026-01-01,W01000132,Conwy 001A,12
2025-01-01,W01000133,Conwy 002A,8
2025-02-01,W01000133,Conwy 002A,2
2025-03-01,W01000133,Conwy 002A,3
2025-04-01,W01000133,Conwy 002A,4
2025-05-01,W01000133,Conwy 002A,4
2025-06-01,W01000133,Conwy 002A,6
2025-07-01,W01000133,Conwy 002A,3
2025-08-01,W01000133,Conwy 002A,7
2025-09-01,W01000133,Conwy 002A,6
2025-10-01,W01000133,Conwy 002A,7
2025-11-01,W01000133,Conwy 002A,5
2025-12-01,W01000133,Conwy 002A,1
2026-01-01,W01000133,Conwy 002A,5
2025-01-01,W01000134,Conwy 015B,17
2025-02-01,W01000134,Conwy 015B,16
2025-03-01,W01000134,Conwy 015B,18
2025-04-01,W01000134,Conwy 015B,13
2025-05-01,W01000134,Conwy 015B,19
2025-06-01,W01000134,Conwy 015B,24
2025-07-01,W01000134,Conwy 015B,21
2025-08-01,W01000134,Conwy 015B,22
2025-09-01,W01000134,Conwy 015B,18
2025-10-01,W01000134,Conwy 015B,24
2025-11-01,W01000134,Conwy 015B,17
2025-12-01,W01000134,Conwy 015B,15
2026-01-01,W01000134,Conwy 015B,22
2025-01-01,W01000135,Conwy 006A,4
2025-02-01,W01000135,Conwy 006A,2
2025-03-01,W01000135,Conwy 006A,1
2025-04-01,W01000135,Conwy 006A,3
2025-05-01,W01000135,Conwy 006A,8
2025-06-01,W01000135,Conwy 006A,4
2025-07-01,W01000135,Conwy 006A,2
2025-08-01,W01000135,Conwy 006A,6
2025-09-01,W01000135,Conwy 006A,4
2025-10-01,W01000135,Conwy 006A,8
2025-11-01,W01000135,Conwy 006A,2
2025-12-01,W01000135,Conwy 006A,1
2026-01-01,W01000135,Conwy 006A,4
2025-01-01,W01000136,Conwy 006B,8
2025-02-01,W01000136,Conwy 006B,5
2025-03-01,W01000136,Conwy 006B,8
2025-04-01,W01000136,Conwy 006B,4
2025-05-01,W01000136,Conwy 006B,6
2025-06-01,W01000136,Conwy 006B,2
2025-07-01,W01000136,Conwy 006B,4
2025-08-01,W01000136,Conwy 006B,5
2025-09-01,W01000136,Conwy 006B,9
2025-10-01,W01000136,Conwy 006B,11
2025-11-01,W01000136,Conwy 006B,8
2025-12-01,W01000136,Conwy 006B,2
2026-01-01,W01000136,Conwy 006B,4
2025-01-01,W01000137,Conwy 015C,6
2025-02-01,W01000137,Conwy 015C,0
2025-03-01,W01000137,Conwy 015C,4
2025-04-01,W01000137,Conwy 015C,5
2025-05-01,W01000137,Conwy 015C,3
2025-06-01,W01000137,Conwy 015C,5
2025-07-01,W01000137,Conwy 015C,2
2025-08-01,W01000137,Conwy 015C,2
2025-09-01,W01000137,Conwy 015C,1
2025-10-01,W01000137,Conwy 015C,2
2025-11-01,W01000137,Conwy 015C,7
2025-12-01,W01000137,Conwy 015C,3
2026-01-01,W01000137,Conwy 015C,6
2025-01-01,W01000138,Conwy 008A,17
2025-02-01,W01000138,Conwy 008A,5
2025-03-01,W01000138,Conwy 008A,17
2025-04-01,W01000138,Conwy 008A,15
2025-05-01,W01000138,Conwy 008A,10
2025-06-01,W01000138,Conwy 008A,16
2025-07-01,W01000138,Conwy 008A,15
2025-08-01,W01000138,Conwy 008A,18
2025-09-01,W01000138,Conwy 008A,18
2025-10-01,W01000138,Conwy 008A,23
2025-11-01,W01000138,Conwy 008A,24
2025-12-01,W01000138,Conwy 008A,10
2026-01-01,W01000138,Conwy 008A,13
