LSOA code,LSOA name,forecast_month,pred_next,fill_color
W01000312,Flintshire 011B,2026-02-01,6.822689398091887,"[255, 233, 233, 180]"
W01000313,Flintshire 016A,2026-02-01,11.50440927547014,"[255, 225, 225, 180]"
W01000314,Flintshire 016B,2026-02-01,15.757087128944207,"[255, 218, 218, 180]"
W01000315,Flintshire 016C,2026-02-01,38.86400068835216,"[255, 179, 179, 180]"
W01000316,Flintshire 016D,2026-02-01,3.4639670565729035,"[255, 239, 239, 180]"
W01000317,Flintshire 016E,2026-02-01,3.6372911789852034,"[255, 238, 238, 180]"
W01000318,Flintshire 016F,2026-02-01,15.35490316994293,"[255, 219, 219, 180]"
W01000319,Flintshire 016G,2026-02-01,18.965489824379276,"[255, 213, 213, 180]"
W01000320,Flintshire 002B,2026-02-01,17.321683892183746,"[255, 215, 215, 180]"
W01000321,Flintshire 014D,2026-02-01,2.7790367144563914,"[255, 240, 240, 180]"
W01000322,Flintshire 014E,2026-02-01,8.005738003660055,"[255, 231, 231, 180]"
W01000323,Flintshire 012C,2026-02-01,3.4121121663956804,"[255, 239, 239, 180]"
W01000324,Flintshire 012D,2026-02-01,2.244030446709202,"[255, 241, 241, 180]"
W01000325,Flintshire 010D,2026-02-01,5.090326263078832,"[255, 236, 236, 180]"
W01000326,Flintshire 018B,2026-02-01,7.684614378980346,"[255, 232, 232, 180]"
W01000327,Flintshire 018C,2026-02-01,9.178789653272748,"[255, 229, 229, 180]"
W01000328,Flintshire 011C,2026-02-01,23.08555198872285,"[255, 206, 206, 180]"
W01000329,Flintshire 015D,2026-02-01,12.36632104517872,"[255, 224, 224, 180]"
W01000330,Flintshire 015E,2026-02-01,11.67579498690764,"[255, 225, 225, 180]"
W01000331,Flintshire 015F,2026-02-01,5.811392173831847,"[255, 235, 235, 180]"
W01000332,Flintshire 009A,2026-02-01,15.037678709941215,"[255, 219, 219, 180]"
W01000333,Flintshire 009B,2026-02-01,16.872148901214167,"[255, 216, 216, 180]"
W01000334,Flintshire 009C,2026-02-01,16.145421243905684,"[255, 217, 217, 180]"
W01000335,Flintshire 009D,2026-02-01,12.447186854715163,"[255, 224, 224, 180]"
W01000336,Flintshire 009E,2026-02-01,29.003740943937945,"[255, 196, 196, 180]"
W01000337,Flintshire 009F,2026-02-01,22.432740517018374,"[255, 207, 207, 180]"
W01000338,Flintshire 001C,2026-02-01,7.505195225840123,"[255, 232, 232, 180]"
W01000339,Flintshire 019D,2026-02-01,5.340837819833656,"[255, 236, 236, 180]"
W01000340,Flintshire 002C,2026-02-01,5.136027132495996,"[255, 236, 236, 180]"
W01000341,Wrexham 009A,2026-02-01,6.147947742935924,"[255, 234, 234, 180]"
W01000341,Wrexham 023C,2026-02-01,5.244684255977906,"[255, 236, 236, 180]"
W01000342,Wrexham 009B,2026-02-01,6.42445005687903,"[255, 234, 234, 180]"
W01000342,Wrexham 023E,2026-02-01,5.902281266920715,"[255, 235, 235, 180]"
W01000343,Wrexham 007A,2026-02-01,0.7426235254808478,"[255, 243, 243, 180]"
W01000343,Wrexham 023B,2026-02-01,0.7426235254808478,"[255, 243, 243, 180]"
W01000344,Wrexham 007B,2026-02-01,1.1431921503065121,"[255, 243, 243, 180]"
W01000344,Wrexham 023A,2026-02-01,1.1121305557846233,"[255, 243, 243, 180]"
W01000345,Wrexham 018A,2026-02-01,4.5094896868886805,"[255, 237, 237, 180]"
W01000346,Wrexham 018B,2026-02-01,4.000491808092996,"[255, 238, 238, 180]"
W01000347,Wrexham 006A,2026-02-01,12.375317019526136,"[255, 224, 224, 180]"
W01000348,Wrexham 006B,2026-02-01,7.3727160672386916,"[255, 232, 232, 180]"
W01000349,Wrexham 011A,2026-02-01,36.45897717643646,"[255, 183, 183, 180]"
W01000350,Wrexham 011B,2026-02-01,65.04856037076654,"[255, 135, 135, 180]"
W01000351,Wrexham 005A,2026-02-01,9.790254991319284,"[255, 228, 228, 180]"
W01000354,Wrexham 017A,2026-02-01,10.031508424202427,"[255, 228, 228, 180]"
W01000355,Wrexham 017B,2026-02-01,18.568538285092156,"[255, 213, 213, 180]"
W01000356,Wrexham 017C,2026-02-01,6.93639890302497,"[255, 233, 233, 180]"
W01000359,Wrexham 019C,2026-02-01,4.523471500308822,"[255, 237, 237, 180]"
W01000360,Wrexham 019D,2026-02-01,11.43627792834228,"[255, 225, 225, 180]"
W01000361,Wrexham 019E,2026-02-01,17.43159359582851,"[255, 215, 215, 180]"
W01000362,Wrexham 006C,2026-02-01,7.849726633760533,"[255, 231, 231, 180]"
W01000363,Wrexham 006D,2026-02-01,6.000972072759268,"[255, 234, 234, 180]"
W01000364,Wrexham 006E,2026-02-01,10.424787500381616,"[255, 227, 227, 180]"
W01000365,Wrexham 011C,2026-02-01,17.386719935363274,"[255, 215, 215, 180]"
W01000366,Wrexham 014A,2026-02-01,9.975372214730971,"[255, 228, 228, 180]"
W01000367,Wrexham 014B,2026-02-01,5.542841421768511,"[255, 235, 235, 180]"
W01000368,Wrexham 008A,2026-02-01,5.082792266648261,"[255, 236, 236, 180]"
W01000369,Wrexham 020F,2026-02-01,2.130960942135776,"[255, 241, 241, 180]"
W01000369,Wrexham 021B,2026-02-01,2.0922626625803584,"[255, 241, 241, 180]"
W01000370,Wrexham 020G,2026-02-01,2.2002373829128072,"[255, 241, 241, 180]"
W01000370,Wrexham 021D,2026-02-01,2.168984210167349,"[255, 241, 241, 180]"
W01000371,Wrexham 008B,2026-02-01,6.431880107636866,"[255, 234, 234, 180]"
W01000372,Wrexham 008C,2026-02-01,106.41207892515283,"[255, 66, 66, 180]"
W01000373,Wrexham 005B,2026-02-01,12.616805086490498,"[255, 223, 223, 180]"
W01000374,Wrexham 003A,2026-02-01,12.447296546223109,"[255, 224, 224, 180]"
W01000375,Wrexham 003B,2026-02-01,14.090528408747677,"[255, 221, 221, 180]"
W01000376,Wrexham 003C,2026-02-01,2.080047406351704,"[255, 241, 241, 180]"
W01000377,Wrexham 004A,2026-02-01,5.172815633822323,"[255, 236, 236, 180]"
W01000378,Wrexham 004B,2026-02-01,11.543587635050518,"[255, 225, 225, 180]"
W01000379,Wrexham 004C,2026-02-01,14.953068186068421,"[255, 219, 219, 180]"
W01000380,Wrexham 004D,2026-02-01,3.239907288483143,"[255, 239, 239, 180]"
W01000381,Wrexham 012A,2026-02-01,7.601064715201927,"[255, 232, 232, 180]"
W01000382,Wrexham 012B,2026-02-01,12.160531494418835,"[255, 224, 224, 180]"
W01000384,Wrexham 020B,2026-02-01,1.3538476227342466,"[255, 242, 242, 180]"
W01000384,Wrexham 022C,2026-02-01,1.33162486806897,"[255, 242, 242, 180]"
W01000385,Wrexham 014C,2026-02-01,4.707100153805107,"[255, 237, 237, 180]"
W01000386,Wrexham 015A,2026-02-01,12.422287181394214,"[255, 224, 224, 180]"
W01000387,Wrexham 008D,2026-02-01,2.057302772889901,"[255, 241, 241, 180]"
W01000388,Wrexham 008E,2026-02-01,4.012028719727293,"[255, 238, 238, 180]"
W01000389,Wrexham 017D,2026-02-01,8.001359127172625,"[255, 231, 231, 180]"
W01000390,Wrexham 020C,2026-02-01,6.510968077784428,"[255, 234, 234, 180]"
W01000390,Wrexham 021A,2026-02-01,5.983892588458983,"[255, 234, 234, 180]"
W01000391,Wrexham 003D,2026-02-01,5.01064050571058,"[255, 236, 236, 180]"
W01000392,Wrexham 003E,2026-02-01,9.371949295091069,"[255, 229, 229, 180]"
W01000393,Wrexham 009C,2026-02-01,11.409852579386044,"[255, 225, 225, 180]"
W01000393,Wrexham 023G,2026-02-01,9.697892293688748,"[255, 228, 228, 180]"
W01000394,Wrexham 016A,2026-02-01,4.2722026259079025,"[255, 237, 237, 180]"
W01000395,Wrexham 016B,2026-02-01,4.625259102806396,"[255, 237, 237, 180]"
W01000398,Wrexham 013A,2026-02-01,6.931598480300648,"[255, 233, 233, 180]"
W01000399,Wrexham 013B,2026-02-01,5.8135292809887735,"[255, 235, 235, 180]"
W01000400,Wrexham 005C,2026-02-01,13.255120899506242,"[255, 222, 222, 180]"
W01000401,Wrexham 005D,2026-02-01,13.973807576888905,"[255, 221, 221, 180]"
W01000402,Wrexham 011D,2026-02-01,32.88626686891613,"[255, 189, 189, 180]"
W01000403,Wrexham 018C,2026-02-01,1.9721942639148207,"[255, 241, 241, 180]"
W01000404,Wrexham 018D,2026-02-01,6.063920734204055,"[255, 234, 234, 180]"
W01000405,Wrexham 015B,2026-02-01,19.1370534595062,"[255, 212, 212, 180]"
W01000406,Wrexham 013C,2026-02-01,18.07661088552519,"[255, 214, 214, 180]"
W01000407,Wrexham 016C,2026-02-01,12.353777623093409,"[255, 224, 224, 180]"
W01000408,Wrexham 013D,2026-02-01,5.649989531336764,"[255, 235, 235, 180]"
W01000409,Wrexham 017E,2026-02-01,24.695496996830112,"[255, 203, 203, 180]"
W01000410,Wrexham 014D,2026-02-01,14.241907164295743,"[255, 221, 221, 180]"
W01000411,Wrexham 015C,2026-02-01,18.123656743518303,"[255, 214, 214, 180]"
W01000412,Wrexham 015D,2026-02-01,10.205089097316671,"[255, 227, 227, 180]"
W01000413,Wrexham 010C,2026-02-01,24.329363003724612,"[255, 204, 204, 180]"
W01000414,Wrexham 010D,2026-02-01,10.99966054191601,"[255, 226, 226, 180]"
W01000415,Wrexham 007C,2026-02-01,5.537712164153354,"[255, 235, 235, 180]"
W01000415,Wrexham 023F,2026-02-01,5.189084268853307,"[255, 236, 236, 180]"
W01000416,Wrexham 007D,2026-02-01,1.3567888491740636,"[255, 242, 242, 180]"
W01000416,Wrexham 023D,2026-02-01,1.3301076706446437,"[255, 242, 242, 180]"
W01000417,Wrexham 020D,2026-02-01,1.6527776416649655,"[255, 242, 242, 180]"
W01000417,Wrexham 022B,2026-02-01,1.5961263037420497,"[255, 242, 242, 180]"
W01000418,Wrexham 020E,2026-02-01,6.555947629024034,"[255, 234, 234, 180]"
W01000418,Wrexham 022A,2026-02-01,5.820117286077284,"[255, 235, 235, 180]"
W01000419,Wrexham 016D,2026-02-01,12.724915279106591,"[255, 223, 223, 180]"
W01000420,Wrexham 016E,2026-02-01,10.572054518845247,"[255, 227, 227, 180]"
W01000422,Wrexham 008F,2026-02-01,10.332844643411207,"[255, 227, 227, 180]"
W01000423,Wrexham 012D,2026-02-01,29.270528491002697,"[255, 195, 195, 180]"
W01000424,Wrexham 012E,2026-02-01,9.692289100947038,"[255, 228, 228, 180]"
W01000425,Wrexham 010E,2026-02-01,24.294156440510193,"[255, 204, 204, 180]"
W01000442,Powys 004A,2026-02-01,0.4590762348264876,"[255, 244, 244, 180]"
W01000693,Carmarthenshire 008C,2026-02-01,0.23854816664571402,"[255, 244, 244, 180]"
W01001926,Conwy 011F,2026-02-01,7.404818800608419,"[255, 232, 232, 180]"
W01001927,Conwy 010G,2026-02-01,7.244428032679007,"[255, 232, 232, 180]"
W01001928,Conwy 010H,2026-02-01,25.425048859868106,"[255, 202, 202, 180]"
W01001929,Wrexham 012F,2026-02-01,16.66848850553484,"[255, 217, 217, 180]"
W01001930,Wrexham 019F,2026-02-01,8.215883282986024,"[255, 231, 231, 180]"
W01001931,Wrexham 012G,2026-02-01,61.24316126884367,"[255, 142, 142, 180]"
W01001932,Gwynedd 014E,2026-02-01,5.01538070785595,"[255, 236, 236, 180]"
W01001933,Gwynedd 017F,2026-02-01,9.484385304269637,"[255, 229, 229, 180]"
W01001969,Wrexham 010F,2026-02-01,24.516070729439512,"[255, 203, 203, 180]"
W01001970,Wrexham 021C,2026-02-01,4.371562851567091,"[255, 237, 237, 180]"
W01001971,Wrexham 022D,2026-02-01,20.33049892864483,"[255, 210, 210, 180]"
W01001972,Wrexham 022E,2026-02-01,4.289938760285263,"[255, 237, 237, 180]"
W01002003,Gwynedd 013E,2026-02-01,9.635423020811071,"[255, 228, 228, 180]"
W01002004,Gwynedd 016F,2026-02-01,16.082686214993988,"[255, 218, 218, 180]"
W01002005,Isle of Anglesey 002E,2026-02-01,3.3460399029122674,"[255, 239, 239, 180]"
W01002007,Isle of Anglesey 004G,2026-02-01,10.685496797662708,"[255, 227, 227, 180]"
W01002008,Isle of Anglesey 007F,2026-02-01,9.034608986850882,"[255, 229, 229, 180]"
