Month,LSOA name,LSOA code,month_num,month_sin,month_cos,lag_1,lag_2,lag_3,roll_mean_3,roll_mean_6,forecast_month
2026-01-01,Flintshire 004A,W01000288,1,0.49999999999999994,0.8660254037844387,36.0,38.0,44.0,39.333333333333336,39.833333333333336,2026-02-01
2026-01-01,Flintshire 005A,W01000289,1,0.49999999999999994,0.8660254037844387,7.0,5.0,10.0,7.333333333333333,5.833333333333333,2026-02-01
2026-01-01,Flintshire 004B,W01000290,1,0.49999999999999994,0.8660254037844387,33.0,66.0,37.0,45.333333333333336,41.0,2026-02-01
2026-01-01,Flintshire 005B,W01000291,1,0.49999999999999994,0.8660254037844387,5.0,4.0,3.0,4.0,5.333333333333333,2026-02-01
2026-01-01,Flintshire 004C,W01000292,1,0.49999999999999994,0.8660254037844387,5.0,7.0,3.0,5.0,7.833333333333333,2026-02-01
2026-01-01,Flintshire 004D,W01000293,1,0.49999999999999994,0.8660254037844387,20.0,17.0,26.0,21.0,24.333333333333332,2026-02-01
2026-01-01,Flintshire 005C,W01000294,1,0.49999999999999994,0.8660254037844387,6.0,11.0,11.0,9.333333333333334,7.666666666666667,2026-02-01
2026-01-01,Flintshire 005D,W01000295,1,0.49999999999999994,0.8660254037844387,9.0,0.0,9.0,6.0,5.166666666666667,2026-02-01
2026-01-01,Flintshire 003C,W01000296,1,0.49999999999999994,0.8660254037844387,10.0,8.0,5.0,7.666666666666667,10.666666666666666,2026-02-01
2026-01-01,Flintshire 003D,W01000297,1,0.49999999999999994,0.8660254037844387,5.0,8.0,0.0,4.333333333333333,5.166666666666667,2026-02-01
2026-01-01,Flintshire 001B,W01000298,1,0.49999999999999994,0.8660254037844387,10.0,5.0,15.0,10.0,11.0,2026-02-01
2026-01-01,Flintshire 019A,W01000299,1,0.49999999999999994,0.8660254037844387,1.0,9.0,4.0,4.666666666666667,2.6666666666666665,2026-02-01
2026-01-01,Flintshire 019B,W01000300,1,0.49999999999999994,0.8660254037844387,3.0,3.0,7.0,4.333333333333333,3.3333333333333335,2026-02-01
2026-01-01,Flintshire 006E,W01000301,1,0.49999999999999994,0.8660254037844387,4.0,2.0,2.0,2.6666666666666665,6.166666666666667,2026-02-01
2026-01-01,Flintshire 013F,W01000302,1,0.49999999999999994,0.8660254037844387,3.0,6.0,0.0,3.0,3.5,2026-02-01
2026-01-01,Flintshire 018A,W01000303,1,0.49999999999999994,0.8660254037844387,3.0,4.0,1.0,2.6666666666666665,2.6666666666666665,2026-02-01
2026-01-01,Flintshire 003E,W01000304,1,0.49999999999999994,0.8660254037844387,25.0,46.0,64.0,45.0,46.5,2026-02-01
2026-01-01,Flintshire 003F,W01000305,1,0.49999999999999994,0.8660254037844387,3.0,5.0,13.0,7.0,8.333333333333334,2026-02-01
2026-01-01,Flintshire 002A,W01000306,1,0.49999999999999994,0.8660254037844387,10.0,21.0,12.0,14.333333333333334,20.666666666666668,2026-02-01
2026-01-01,Flintshire 020B,W01000307,1,0.49999999999999994,0.8660254037844387,8.0,3.0,1.0,4.0,3.6666666666666665,2026-02-01
2026-01-01,Flintshire 020C,W01000308,1,0.49999999999999994,0.8660254037844387,5.0,6.0,5.0,5.333333333333333,5.5,2026-02-01
2026-01-01,Flintshire 019C,W01000309,1,0.49999999999999994,0.8660254037844387,9.0,7.0,7.0,7.666666666666667,9.166666666666666,2026-02-01
2026-01-01,Flintshire 020D,W01000310,1,0.49999999999999994,0.8660254037844387,5.0,8.0,6.0,6.333333333333333,5.833333333333333,2026-02-01
2026-01-01,Flintshire 011A,W01000311,1,0.49999999999999994,0.8660254037844387,10.0,10.0,7.0,9.0,7.666666666666667,2026-02-01
2026-01-01,Flintshire 011B,W01000312,1,0.49999999999999994,0.8660254037844387,5.0,9.0,7.0,7.0,7.5,2026-02-01
2026-01-01,Flintshire 016A,W01000313,1,0.49999999999999994,0.8660254037844387,10.0,6.0,9.0,8.333333333333334,10.166666666666666,2026-02-01
2026-01-01,Flintshire 016B,W01000314,1,0.49999999999999994,0.8660254037844387,15.0,7.0,15.0,12.333333333333334,13.666666666666666,2026-02-01
2026-01-01,Flintshire 016C,W01000315,1,0.49999999999999994,0.8660254037844387,42.0,39.0,49.0,43.333333333333336,40.833333333333336,2026-02-01
2026-01-01,Flintshire 016D,W01000316,1,0.49999999999999994,0.8660254037844387,2.0,3.0,8.0,4.333333333333333,5.333333333333333,2026-02-01
2026-01-01,Flintshire 016E,W01000317,1,0.49999999999999994,0.8660254037844387,2.0,3.0,2.0,2.3333333333333335,3.8333333333333335,2026-02-01
2026-01-01,Flintshire 016F,W01000318,1,0.49999999999999994,0.8660254037844387,12.0,14.0,16.0,14.0,15.5,2026-02-01
2026-01-01,Flintshire 016G,W01000319,1,0.49999999999999994,0.8660254037844387,23.0,12.0,9.0,14.666666666666666,14.333333333333334,2026-02-01
2026-01-01,Flintshire 002B,W01000320,1,0.49999999999999994,0.8660254037844387,20.0,13.0,19.0,17.333333333333332,19.166666666666668,2026-02-01
2026-01-01,Flintshire 014D,W01000321,1,0.49999999999999994,0.8660254037844387,5.0,3.0,2.0,3.3333333333333335,3.3333333333333335,2026-02-01
2026-01-01,Flintshire 014E,W01000322,1,0.49999999999999994,0.8660254037844387,6.0,14.0,10.0,10.0,15.833333333333334,2026-02-01
2026-01-01,Flintshire 012C,W01000323,1,0.49999999999999994,0.8660254037844387,0.0,9.0,5.0,4.666666666666667,5.333333333333333,2026-02-01
2026-01-01,Flintshire 012D,W01000324,1,0.49999999999999994,0.8660254037844387,1.0,0.0,4.0,1.6666666666666667,1.8333333333333333,2026-02-01
2026-01-01,Flintshire 010D,W01000325,1,0.49999999999999994,0.8660254037844387,3.0,7.0,3.0,4.333333333333333,6.0,2026-02-01
2026-01-01,Flintshire 018B,W01000326,1,0.49999999999999994,0.8660254037844387,3.0,2.0,11.0,5.333333333333333,6.0,2026-02-01
2026-01-01,Flintshire 018C,W01000327,1,0.49999999999999994,0.8660254037844387,13.0,5.0,14.0,10.666666666666666,8.0,2026-02-01
2026-01-01,Flintshire 011C,W01000328,1,0.49999999999999994,0.8660254037844387,16.0,18.0,16.0,16.666666666666668,17.833333333333332,2026-02-01
2026-01-01,Flintshire 015D,W01000329,1,0.49999999999999994,0.8660254037844387,6.0,10.0,15.0,10.333333333333334,9.666666666666666,2026-02-01
2026-01-01,Flintshire 015E,W01000330,1,0.49999999999999994,0.8660254037844387,16.0,9.0,7.0,10.666666666666666,10.0,2026-02-01
2026-01-01,Flintshire 015F,W01000331,1,0.49999999999999994,0.8660254037844387,5.0,5.0,6.0,5.333333333333333,6.5,2026-02-01
2026-01-01,Flintshire 009A,W01000332,1,0.49999999999999994,0.8660254037844387,12.0,24.0,18.0,18.0,16.5,2026-02-01
2026-01-01,Flintshire 009B,W01000333,1,0.49999999999999994,0.8660254037844387,19.0,21.0,18.0,19.333333333333332,22.833333333333332,2026-02-01
2026-01-01,Flintshire 009C,W01000334,1,0.49999999999999994,0.8660254037844387,15.0,16.0,11.0,14.0,15.666666666666666,2026-02-01
2026-01-01,Flintshire 009D,W01000335,1,0.49999999999999994,0.8660254037844387,17.0,9.0,19.0,15.0,14.333333333333334,2026-02-01
2026-01-01,Flintshire 009E,W01000336,1,0.49999999999999994,0.8660254037844387,22.0,26.0,25.0,24.333333333333332,24.833333333333332,2026-02-01
2026-01-01,Flintshire 009F,W01000337,1,0.49999999999999994,0.8660254037844387,22.0,19.0,17.0,19.333333333333332,21.333333333333332,2026-02-01
2026-01-01,Flintshire 001C,W01000338,1,0.49999999999999994,0.8660254037844387,9.0,3.0,4.0,5.333333333333333,5.666666666666667,2026-02-01
2026-01-01,Flintshire 019D,W01000339,1,0.49999999999999994,0.8660254037844387,6.0,2.0,4.0,4.0,4.333333333333333,2026-02-01
2026-01-01,Flintshire 002C,W01000340,1,0.49999999999999994,0.8660254037844387,5.0,8.0,5.0,6.0,7.166666666666667,2026-02-01
2026-01-01,Wrexham 009A,W01000341,1,0.49999999999999994,0.8660254037844387,28.0,0.0,17.0,15.0,8.833333333333334,2026-02-01
2026-01-01,Wrexham 023C,W01000341,1,0.49999999999999994,0.8660254037844387,0.0,28.0,0.0,9.333333333333334,8.833333333333334,2026-02-01
2026-01-01,Wrexham 009B,W01000342,1,0.49999999999999994,0.8660254037844387,15.0,0.0,9.0,8.0,6.0,2026-02-01
2026-01-01,Wrexham 023E,W01000342,1,0.49999999999999994,0.8660254037844387,0.0,15.0,0.0,5.0,6.0,2026-02-01
2026-01-01,Wrexham 007A,W01000343,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.3333333333333333,2026-02-01
2026-01-01,Wrexham 023B,W01000343,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.3333333333333333,2026-02-01
2026-01-01,Wrexham 007B,W01000344,1,0.49999999999999994,0.8660254037844387,3.0,0.0,5.0,2.6666666666666665,1.5,2026-02-01
2026-01-01,Wrexham 023A,W01000344,1,0.49999999999999994,0.8660254037844387,0.0,3.0,0.0,1.0,1.5,2026-02-01
2026-01-01,Wrexham 018A,W01000345,1,0.49999999999999994,0.8660254037844387,5.0,7.0,4.0,5.333333333333333,4.666666666666667,2026-02-01
2026-01-01,Wrexham 018B,W01000346,1,0.49999999999999994,0.8660254037844387,3.0,7.0,3.0,4.333333333333333,4.666666666666667,2026-02-01
2026-01-01,Wrexham 006A,W01000347,1,0.49999999999999994,0.8660254037844387,9.0,9.0,14.0,10.666666666666666,13.333333333333334,2026-02-01
2026-01-01,Wrexham 006B,W01000348,1,0.49999999999999994,0.8660254037844387,3.0,3.0,5.0,3.6666666666666665,4.833333333333333,2026-02-01
2026-01-01,Wrexham 011A,W01000349,1,0.49999999999999994,0.8660254037844387,27.0,31.0,39.0,32.333333333333336,34.0,2026-02-01
2026-01-01,Wrexham 011B,W01000350,1,0.49999999999999994,0.8660254037844387,61.0,67.0,73.0,67.0,70.16666666666667,2026-02-01
2026-01-01,Wrexham 005A,W01000351,1,0.49999999999999994,0.8660254037844387,4.0,10.0,9.0,7.666666666666667,8.0,2026-02-01
